,Заказ наряд,Дата,Цена,ТС,Гос номер
1308,"Заказ-наряд №: 7450 от 28.10.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-10-28,1500,LADA 111730 КАЛИНА,У813СЕ72
1309,"Заказ-наряд №: 7451 от 28.10.2022, ТС: LADA VESTA гос. номер: Т973РЕ72",2022-10-28,500,LADA VESTA,Т973РЕ72
1310,"Заказ-наряд №: 7455 от 28.10.2022, ТС: Toyota LАND СRUISЕR 120 гос. номер:Х842ХЕ72",2022-10-28,2000,Toyota LАND СRUISЕR 120,842ХЕ72
1311,"Заказ-наряд №: 7457 от 28.10.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-10-28,600,LADA 111730 КАЛИНА,У813СЕ72
1312,"Заказ-наряд №: 7463 от 29.10.2022, ТС: LADA GFL 110 VESTA гос. номер:М574ЕР797",2022-10-29,0,LADA GFL 110 VESTA,574ЕР797
1313,"Заказ-наряд №: 7467 от 08.11.2022, ТС: Nissan PATHFINDER 2.5D гос. номер:У649ЕР72",2022-11-08,6000,Nissan PATHFINDER 2.5D,649ЕР72
1314,"Заказ-наряд №: 7469 от 29.10.2022, ТС: Kia Rio гос. номер: X084ЕМ72",2022-10-29,1000,Kia Rio,X084ЕМ72
1315,"Заказ-наряд №: 7471 от 29.10.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-10-29,2000,LADA 111730 КАЛИНА,У813СЕ72
1316,"Заказ-наряд №: 7475 от 30.10.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-10-30,1000,LADA 111730 КАЛИНА,У813СЕ72
1317,"Заказ-наряд №: 7479 от 30.10.2022, ТС: Hyundai CRETA гос. номер: У125СО 72",2022-10-30,1000,Hyundai CRETA,У125СО 72
1318,"Заказ-наряд №: 7482 от 30.10.2022, ТС: Hyundai ix35 гос. номер: Н720УК 72",2022-10-30,2500,Hyundai ix35,Н720УК 72
1319,"Заказ-наряд №: 7484 от 30.10.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-10-30,1200,LADA 111730 КАЛИНА,У813СЕ72
1320,"Заказ-наряд №: 7485 от 30.10.2022, ТС: Chevrolet Klan гос. номер: У249СО 72",2022-10-30,3700,Chevrolet Klan,У249СО 72
1321,"Заказ-наряд №: 7510 от 02.11.2022, ТС: LADA VESTA GFK 110 гос. номер:М556ЕР797",2022-11-02,1500,LADA VESTA GFK 110,556ЕР797
1322,"Заказ-наряд №: 7520 от 02.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-02,2000,LADA 111730 КАЛИНА,У813СЕ72
1323,"Заказ-наряд №: 7521 от 02.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-02,1000,LADA 111730 КАЛИНА,У813СЕ72
1324,"Заказ-наряд №: 7522 от 05.11.2022, ТС: Lexus RX200T гос. номер: У215МА72",2022-11-05,500,Lexus RX200T,У215МА72
1325,"Заказ-наряд №: 7526 от 02.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-02,300,LADA 111730 КАЛИНА,У813СЕ72
1326,"Заказ-наряд №: 7528 от 02.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-02,4500,LADA 111730 КАЛИНА,У813СЕ72
1327,"Заказ-наряд №: 7529 от 02.11.2022, ТС: Lexus GX460 гос. номер: Н202ЕО102",2022-11-02,1000,Lexus GX460,Н202ЕО102
1328,"Заказ-наряд №: 7530 от 02.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-02,2300,LADA 111730 КАЛИНА,У813СЕ72
1329,"Заказ-наряд №: 7531 от 22.01.2023, ТС: Chevrolet Lacetti гос. номер: У249СО72",2023-01-22,1000,Chevrolet Lacetti,У249СО72
1330,"Заказ-наряд №: 7544 от 04.11.2022, ТС: LADA  GRАNТА гос. номер: О151УС72",2022-11-04,1000,LADA  GRАNТА,О151УС72
1331,"Заказ-наряд №: 7548 от 04.11.2022, ТС: Seat Altea гос. номер: Р272МУ72",2022-11-04,1000,Seat Altea,Р272МУ72
1332,"Заказ-наряд №: 7550 от 04.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-04,1000,LADA 111730 КАЛИНА,У813СЕ72
1333,"Заказ-наряд №: 7553 от 04.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-04,1000,LADA 111730 КАЛИНА,У813СЕ72
1334,"Заказ-наряд №: 7564 от 04.11.2022, ТС: Kia Rio гос. номер: Х080ЕМ72",2022-11-04,1000,Kia Rio,Х080ЕМ72
1335,"Заказ-наряд №: 7568 от 11.11.2022, ТС: ВАЗ Гранта гос. номер: Р103ЕС72",2022-11-11,3500,ВАЗ Гранта,Р103ЕС72
1336,"Заказ-наряд №: 7574 от 05.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-05,2000,LADA 111730 КАЛИНА,У813СЕ72
1337,"Заказ-наряд №: 7575 от 05.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-05,1000,LADA 111730 КАЛИНА,У813СЕ72
1338,"Заказ-наряд №: 7576 от 05.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-05,1500,LADA 111730 КАЛИНА,У813СЕ72
1339,"Заказ-наряд №: 7595 от 09.11.2022, ТС: Peugeot 407 гос. номер: Р235ВУ174",2022-11-09,2000,Peugeot 407,Р235ВУ174
1340,"Заказ-наряд №: 7604 от 09.11.2022, ТС: Toyota Land Cruiser гос. номер: Н391СТ72",2022-11-09,4000,Toyota Land Cruiser,Н391СТ72
1341,"Заказ-наряд №: 7605 от 08.11.2022, ТС: Mercedes БЕНЦ E250 гос. номер: Т510ЕК72",2022-11-08,3000,Mercedes БЕНЦ E250,Т510ЕК72
1342,"Заказ-наряд №: 7616 от 08.11.2022, ТС: Kia Rio гос. номер: Х080ЕМ72",2022-11-08,4000,Kia Rio,Х080ЕМ72
1343,"Заказ-наряд №: 7619 от 13.12.2022, ТС: Mitsubishi Pajero гос. номер: А054СТ186",2022-12-13,15600,Mitsubishi Pajero,А054СТ186
1344,"Заказ-наряд №: 7632 от 09.11.2022, ТС: LADA VESTA гос. номер: Т973РЕ72",2022-11-09,1200,LADA VESTA,Т973РЕ72
1345,"Заказ-наряд №: 7634 от 10.11.2022, ТС: Hyundai Santa Fe гос. номер: К081АК196",2022-11-10,4000,Hyundai Santa Fe,К081АК196
1346,"Заказ-наряд №: 7639 от 15.11.2022, ТС: Nissan PATHFINDER 2.5D гос. номер:У649ЕР72",2022-11-15,1000,Nissan PATHFINDER 2.5D,649ЕР72
1347,"Заказ-наряд №: 7640 от 11.11.2022, ТС: LADA Granta гос. номер: Р457МР45",2022-11-11,6000,LADA Granta,Р457МР45
1348,"Заказ-наряд №: 7652 от 11.11.2022, ТС: Kia Rio гос. номер: О117КО72",2022-11-11,7000,Kia Rio,О117КО72
1349,"Заказ-наряд №: 7653 от 12.11.2022, ТС: LADA VESTA GFK 110 гос. номер:М719ЕН797",2022-11-12,5000,LADA VESTA GFK 110,719ЕН797
1350,"Заказ-наряд №: 7672 от 12.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-12,1000,LADA 111730 КАЛИНА,У813СЕ72
1351,"Заказ-наряд №: 7679 от 12.11.2022, ТС: LADA VESTA гос. номер: Т281РН72",2022-11-12,3500,LADA VESTA,Т281РН72
1352,"Заказ-наряд №: 7680 от 12.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-12,1000,LADA 111730 КАЛИНА,У813СЕ72
1353,"Заказ-наряд №: 7683 от 12.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-12,3000,LADA 111730 КАЛИНА,У813СЕ72
1354,"Заказ-наряд №: 7688 от 12.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-12,500,LADA 111730 КАЛИНА,У813СЕ72
1355,"Заказ-наряд №: 7694 от 15.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-15,1000,LADA 111730 КАЛИНА,У813СЕ72
1356,"Заказ-наряд №: 7698 от 14.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-14,1000,LADA 111730 КАЛИНА,У813СЕ72
1357,"Заказ-наряд №: 7699 от 14.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-14,2000,LADA 111730 КАЛИНА,У813СЕ72
1358,"Заказ-наряд №: 7700 от 14.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-14,1000,LADA 111730 КАЛИНА,У813СЕ72
1359,"Заказ-наряд №: 7722 от 15.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-15,1000,LADA 111730 КАЛИНА,У813СЕ72
1360,"Заказ-наряд №: 7723 от 15.11.2022, ТС: LADA VESTA GFK 110 гос. номер: Т797РМ72",2022-11-15,2000,LADA VESTA GFK 110,Т797РМ72
1361,"Заказ-наряд №: 7724 от 18.11.2022, ТС: LADA  219170 GRANTA гос. номер: Р142НТ72",2022-11-18,500,LADA  219170 GRANTA,Р142НТ72
1362,"Заказ-наряд №: 7726 от 15.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-15,3000,LADA 111730 КАЛИНА,У813СЕ72
1363,"Заказ-наряд №: 7741 от 17.11.2022, ТС: LADA VESTA гос. номер: Т110РР72",2022-11-17,500,LADA VESTA,Т110РР72
1364,"Заказ-наряд №: 7742 от 16.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-16,2000,LADA 111730 КАЛИНА,У813СЕ72
1365,"Заказ-наряд №: 7745 от 16.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-16,1500,LADA 111730 КАЛИНА,У813СЕ72
1366,"Заказ-наряд №: 7751 от 19.11.2022, ТС: Volkswagen Polo гос. номер: О412ВО98",2022-11-19,2000,Volkswagen Polo,О412ВО98
1367,"Заказ-наряд №: 7767 от 23.11.2022, ТС: LADA VESTA гос. номер: У679СМ 55",2022-11-23,900,LADA VESTA,У679СМ 55
1368,"Заказ-наряд №: 7770 от 19.11.2022, ТС: LADA VESTA гос. номер: Т753РМ72",2022-11-19,500,LADA VESTA,Т753РМ72
1369,"Заказ-наряд №: 7776 от 06.12.2022, ТС: LADA  GRАNТА 219010 гос. номер:У672УМ72",2022-12-06,3000,LADA  GRАNТА 219010,672УМ72
1370,"Заказ-наряд №: 7779 от 18.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-18,2000,LADA 111730 КАЛИНА,У813СЕ72
1371,"Заказ-наряд №: 7785 от 19.11.2022, ТС: Mercedes-Benz B-Class гос. номер:Н822СО72",2022-11-19,1000,Mercedes-Benz B-Class,822СО72
1372,"Заказ-наряд №: 7790 от 16.12.2022, ТС: Mitsubishi Pajero Sport гос. номер:В823ТК89",2022-12-16,2000,Mitsubishi Pajero Sport,823ТК89
1373,"Заказ-наряд №: 7794 от 19.11.2022, ТС: Toyota LАND СRUISЕR 100 гос. номер:А157АА72",2022-11-19,1000,Toyota LАND СRUISЕR 100,157АА72
1374,"Заказ-наряд №: 7804 от 20.11.2022, ТС: LADA VESTA GFK 110 гос. номер:Н215ЕН797",2022-11-20,500,LADA VESTA GFK 110,215ЕН797
1375,"Заказ-наряд №: 7805 от 20.11.2022, ТС: Lifan 113300 гос. номер: К818РМ186",2022-11-20,3000,Lifan 113300,К818РМ186
1376,"Заказ-наряд №: 7808 от 20.11.2022, ТС: Nissan X-Trail гос. номер: Т004ХК72",2022-11-20,1500,Nissan X-Trail,Т004ХК72
1377,"Заказ-наряд №: 7812 от 25.11.2022, ТС: Ford TRANSIT гос. номер: С809РК72",2022-11-25,2000,Ford TRANSIT,С809РК72
1378,"Заказ-наряд №: 7824 от 23.11.2022, ТС: Hyundai Solaris гос. номер: Р970УВ72",2022-11-23,8500,Hyundai Solaris,Р970УВ72
1379,"Заказ-наряд №: 7829 от 29.01.2023, ТС: LADA VESTA гос. номер: Т995РЕ72",2023-01-29,19000,LADA VESTA,Т995РЕ72
1380,"Заказ-наряд №: 7830 от 22.11.2022, ТС: LADA 111730 КАЛИНА гос. номер: У813СЕ72",2022-11-22,2000,LADA 111730 КАЛИНА,У813СЕ72
1381,"Заказ-наряд №: 7835 от 23.11.2022, ТС: LADA VESTA гос. номер: У894СТ55",2022-11-23,500,LADA VESTA,У894СТ55
1382,"Заказ-наряд №: 7836 от 23.11.2022, ТС: Chevrolet NIVA 2131 гос. номер: У616ЕС72",2022-11-23,1500,Chevrolet NIVA 2131,У616ЕС72
1383,"Заказ-наряд №: 7838 от 30.11.2022, ТС: Nissan Murano гос. номер: У984МУ72",2022-11-30,5000,Nissan Murano,У984МУ72
1384,"Заказ-наряд №: 7845 от 23.11.2022, ТС: ВАЗ 2110 гос. номер: Х034ЕМ72",2022-11-23,1500,ВАЗ 2110,Х034ЕМ72
1385,"Заказ-наряд №: 7846 от 24.11.2022, ТС: Kia Rio гос. номер: У085МР72",2022-11-24,550,Kia Rio,У085МР72
1386,"Заказ-наряд №: 7848 от 30.11.2022, ТС: Hyundai ix35 гос. номер: У661КК72",2022-11-30,1000,Hyundai ix35,У661КК72
1387,"Заказ-наряд №: 7857 от 26.11.2022, ТС: Toyota Auris гос. номер: А380РХ186",2022-11-26,8500,Toyota Auris,А380РХ186
1388,"Заказ-наряд №: 7866 от 27.11.2022, ТС: Skoda Octavia гос. номер: Р242УУ177",2022-11-27,3500,Skoda Octavia,Р242УУ177
1389,"Заказ-наряд №: 7875 от 29.11.2022, ТС: LADA VESTA гос. номер: Х289ЕТ797",2022-11-29,1400,LADA VESTA,Х289ЕТ797
1390,"Заказ-наряд №: 7883 от 29.11.2022, ТС: LADA VESTA гос. номер: М689ЕН797",2022-11-29,500,LADA VESTA,М689ЕН797
1391,"Заказ-наряд №: 7886 от 25.11.2022, ТС: Nissan Qashqai гос. номер: У277КН72",2022-11-25,1000,Nissan Qashqai,У277КН72
1392,"Заказ-наряд №: 7894 от 26.11.2022, ТС: ГАЗ 2217 гос. номер: С222СЕ72",2022-11-26,2000,ГАЗ 2217,С222СЕ72
1393,"Заказ-наряд №: 7895 от 22.01.2023, ТС: Volkswagen Passat гос. номер: Р279НН72",2023-01-22,2000,Volkswagen Passat,Р279НН72
1394,"Заказ-наряд №: 7897 от 26.11.2022, ТС: LADA VESTA гос. номер: Т791РМ72",2022-11-26,2800,LADA VESTA,Т791РМ72
1395,"Заказ-наряд №: 7905 от 26.11.2022, ТС: Chevrolet GMT900 (Tahoe) гос. номер:С968ТУ72",2022-11-26,4000,Chevrolet GMT900 (Tahoe),968ТУ72
1396,"Заказ-наряд №: 7912 от 11.12.2022, ТС: LADA PRIORA гос. номер: О226ЕМ72",2022-12-11,3000,LADA PRIORA,О226ЕМ72
1397,"Заказ-наряд №: 7932 от 29.11.2022, ТС: Renault Megane гос. номер: У595ХС72",2022-11-29,1500,Renault Megane,У595ХС72
1398,"Заказ-наряд №: 7934 от 30.11.2022, ТС: LADA 219010 GRANTA гос. номер: У567ХВ72",2022-11-30,1000,LADA 219010 GRANTA,У567ХВ72
1399,"Заказ-наряд №: 7935 от 30.11.2022, ТС: LADA VESTA гос. номер: Т798РМ72",2022-11-30,500,LADA VESTA,Т798РМ72
1400,"Заказ-наряд №: 7948 от 22.01.2023, ТС: Infiniti QX50 гос. номер: О086УУ72",2023-01-22,1000,Infiniti QX50,О086УУ72
1401,"Заказ-наряд №: 7959 от 30.11.2022, ТС: Самолето Ветролет гос. номер: ",2022-11-30,2000,Самолето Ветролет,
1402,"Заказ-наряд №: 7962 от 30.11.2022, ТС: Hyundai Getz гос. номер: Р091ХА72",2022-11-30,1000,Hyundai Getz,Р091ХА72
1403,"Заказ-наряд №: 7967 от 02.12.2022, ТС: АВТОБУСЫ ( ПРОЧЕЕ) БОГДАН А20211 гос.номер: В856СУ196",2022-12-02,6600,АВТОБУСЫ ( ПРОЧЕЕ) БОГДАН А20211,В856СУ196
1404,"Заказ-наряд №: 7985 от 13.12.2022, ТС: Renault Duster гос. номер: Т424ЕУ72",2022-12-13,2500,Renault Duster,Т424ЕУ72
1405,"Заказ-наряд №: 7986 от 04.12.2022, ТС: LADA  GRАNТА гос. номер: Р934КХ 72",2022-12-04,700,LADA  GRАNТА,Р934КХ 72
1406,"Заказ-наряд №: 7997 от 02.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-02,1600,Самолето Ветролет,
1407,"Заказ-наряд №: 7999 от 02.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-02,1000,Самолето Ветролет,
1408,"Заказ-наряд №: 8005 от 03.12.2022, ТС: LADA VESTA гос. номер: Т109РР72",2022-12-03,500,LADA VESTA,Т109РР72
1409,"Заказ-наряд №: 8006 от 03.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-03,1000,Самолето Ветролет,
1410,"Заказ-наряд №: 8007 от 03.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-03,510,Самолето Ветролет,
1411,"Заказ-наряд №: 8016 от 05.12.2022, ТС: Chevrolet Lanos гос. номер: С787РМ72",2022-12-05,1500,Chevrolet Lanos,С787РМ72
1412,"Заказ-наряд №: 8017 от 04.12.2022, ТС: Chevrolet Lacetti гос. номер: У249СО72",2022-12-04,2000,Chevrolet Lacetti,У249СО72
1413,"Заказ-наряд №: 8032 от 06.12.2022, ТС: Toyota Yaris гос. номер: Т923ZM",2022-12-06,2000,Toyota Yaris,Т923ZM
1414,"Заказ-наряд №: 8036 от 12.12.2022, ТС: Volkswagen Polo гос. номер: Т650ХН72",2022-12-12,2500,Volkswagen Polo,Т650ХН72
1415,"Заказ-наряд №: 8039 от 16.12.2022, ТС: LADA VESTA гос. номер: У894СТ55",2022-12-16,4000,LADA VESTA,У894СТ55
1416,"Заказ-наряд №: 8042 от 06.12.2022, ТС: Toyota Camry гос. номер: С268ОА89",2022-12-06,1000,Toyota Camry,С268ОА89
1417,"Заказ-наряд №: 8049 от 07.12.2022, ТС: Daewoo Nexia гос. номер: О895МН72",2022-12-07,3000,Daewoo Nexia,О895МН72
1418,"Заказ-наряд №: 8050 от 07.12.2022, ТС: ГАЗ 2217 гос. номер: С222СЕ72",2022-12-07,2000,ГАЗ 2217,С222СЕ72
1419,"Заказ-наряд №: 8068 от 10.12.2022, ТС: LADA VESTA гос. номер: У679СМ 55",2022-12-10,2500,LADA VESTA,У679СМ 55
1420,"Заказ-наряд №: 8069 от 09.12.2022, ТС: ВАЗ 21101 гос. номер: С103ТК89",2022-12-09,1200,ВАЗ 21101,С103ТК89
1421,"Заказ-наряд №: 8072 от 10.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-10,500,Самолето Ветролет,
1422,"Заказ-наряд №: 8081 от 10.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-10,1500,Самолето Ветролет,
1423,"Заказ-наряд №: 8089 от 11.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-11,1000,Самолето Ветролет,
1424,"Заказ-наряд №: 8091 от 11.12.2022, ТС: Самолето Ветролет гос. номер: ",2022-12-11,1000,Самолето Ветролет,
1425,"Заказ-наряд №: 8093 от 12.12.2022, ТС: Hyundai Getz гос. номер: К854СХ72",2022-12-12,2000,Hyundai Getz,К854СХ72
1426,"Заказ-наряд №: 8110 от 14.12.2022, ТС: УАЗ Патриот гос. номер: С745УА72",2022-12-14,14000,УАЗ Патриот,С745УА72
1427,"Заказ-наряд №: 8115 от 16.12.2022, ТС: LADA VESTA гос. номер: У841СУ55",2022-12-16,2000,LADA VESTA,У841СУ55
